-1.084692508087820251e+01 -4.443119572740292789e+00 3.467968989438136251e+00 -8.165893670743560762e+00 -4.208108781348221861e+00 -3.525058709737189933e+00 -1.274267644167605162e+01 4.396155401859736855e+01 1.023185195713590900e+01 5.795849571946873446e+00 -8.184135142313909483e+00 3.216270903907342049e+00 4.607141538245039136e+00 1.127373064670380920e+01 -4.835285062274212176e-01 -4.219936727449913327e+00 -2.483018410999664027e+00 -9.185155737695556155e-01 -8.217679931630873513e-01 4.828838138085505882e+00 2.160710248721165794e+00 -8.514702871962873232e+00 7.629785557571342469e-01 2.480676211572889311e+00 -4.297035503300788761e+00 3.139094346760130438e+00 -3.441368277977661094e+00 4.200011939316365961e-01 8.821936879029115275e+00 9.319644760245001436e+00 -3.397586488687675210e+00 6.429746988937817598e+00 -7.200311333156184546e+00 -2.270067368107246519e+00 -5.807458790224464401e-02 -8.881774853741641884e-01 3.425280103749793970e+00 3.945487876496167612e+00 2.147620223998645272e+00 5.618591800201290454e+00 -8.322785246632481204e+00 -1.485730918818774526e+01 -4.430156105261280786e+00 5.653031346427624726e+00 3.278442405575615393e+00 -1.513949754322988506e+00 3.219366020253605409e+00 -1.968370116963933103e-01 -1.539054202099172031e+01 -4.777025253982076336e+00 2.052732846800068067e+00 6.735317397802548234e-02 1.262368743925359382e+01 -4.793969558659890495e+00 4.518358939447450595e+00 -4.850522435875268101e+00 3.507188763352426797e+00 3.744901210460053864e+00 3.988326508195582765e+00 -4.803500175957990947e-01 1.394418914780500707e+01 3.357904383637900558e+00 4.726926019301243898e+00 -3.373707958585056677e+00
-8.813602144991730114e+00 -4.072952713661019963e+00 3.182995124867036285e+00 -7.500029264104638216e+00 -3.721881585910661538e+00 -2.776465450052656880e+00 -1.188164375894737823e+01 4.189574460773302889e+01 8.875367795626582179e+00 3.668583827954969845e+00 -6.804840703621970022e+00 2.878199701518641351e+00 4.422987223555642444e+00 1.045369295571017787e+01 -5.346766518756183029e-01 -4.008246682010640605e+00 -1.602176686451715737e+00 -1.082692496294640039e+00 -7.203472764112572868e-01 5.593360567211223433e+00 2.037362240377679878e+00 -7.645557477704175930e+00 6.379538282040827513e-01 1.550774906584938773e+00 -4.063807005576473230e+00 3.033897449229483012e+00 -1.714530171283334292e+00 -4.420450192383542642e-01 7.725442912057018496e+00 8.834512893271780243e+00 -1.794154731831715921e+00 5.476363668982523691e+00 -6.036658314262079550e+00 -2.011384570325530419e+00 2.690628470822912788e-01 9.124870579712853758e-01 3.087112553405143789e+00 3.886525496631777266e+00 3.087108688241002152e+00 5.061797798748692401e+00 -9.959592779264641038e+00 -1.599613183988480181e+01 -4.496629256289620180e+00 7.000678365470622389e+00 2.824314473927463265e+00 -1.829533916732245968e+00 2.102640018278097322e+00 -3.317227061858639692e-01 -1.444217202420146329e+01 -4.796737798632353389e+00 2.566918845750149725e+00 -6.031747621605896281e-01 1.185222361745249664e+01 -4.839102737348486727e+00 3.221104311781102680e+00 -3.846314241293171232e+00 3.236502701041369612e+00 3.269072937997123063e+00 3.167568055482618661e+00 -1.501639768205764502e+00 1.541655143161960240e+01 3.026200006956508037e+00 3.743596575566675799e+00 -2.969376559753471145e+00
-7.095337541655880820e+00 -3.185313696304633790e+00 2.747001710984461997e+00 -6.670025977155700225e+00 -4.306926708535894655e+00 -3.445377246648032799e+00 -1.115661270461354704e+01 3.981272707381552323e+01 7.440698353499756834e+00 2.332838815553244682e+00 -4.993522381893964912e+00 2.640939322030559033e+00 4.119687144456785965e+00 9.542139839366123866e+00 -5.953246934642710819e-01 -3.683387178428032094e+00 -1.053701094879553768e+00 -1.245488414705723024e+00 -5.885609271792476838e-01 5.865545722087488478e+00 1.528238359031641291e+00 -6.950660070292035364e+00 8.820873300616374202e-01 1.141147209099921289e+00 -3.925098908800638497e+00 2.882590745072825200e+00 -1.949418789783172290e+00 -2.715747014241895463e-01 6.534103612688916485e+00 8.438822270139498372e+00 -6.569423918554934128e-01 4.455794357634824010e+00 -4.970264624941505893e+00 -2.787822444814665790e+00 -8.257304353832531363e-02 2.020650743084717593e+00 2.050155090368999566e+00 4.853686328951825502e+00 4.047581779702715821e+00 4.657859536973557368e+00 -1.146968411626628459e+01 -1.709756215622417130e+01 -4.439926193265860910e+00 8.530678813651640269e+00 2.682463679380945543e+00 -1.972749967685411665e+00 1.092744445790210683e+00 -7.347328275930556929e-01 -1.316951689174368667e+01 -4.246699647168375336e+00 2.232044173164636547e+00 -1.606983025883571337e+00 1.115489545245009673e+01 -4.033060350433068209e+00 1.560246844652273479e+00 -3.126090141597071881e+00 2.993519008218362920e+00 2.545258459828884323e+00 3.189500573124735006e+00 -1.836190423701839602e+00 1.515253373589298214e+01 2.577267054748517694e+00 2.868969565224521290e+00 -2.608479165982892756e+00
-5.911553447929309257e+00 -3.198192151051918231e+00 2.300001535319370127e+00 -5.454430889218042644e+00 -4.294385793963967579e+00 -3.545613815751969433e+00 -1.024344150576338919e+01 3.748525625794466265e+01 6.535362773917897883e+00 1.395375889155164195e+00 -2.971103443769819386e+00 2.317020004084612506e+00 4.024633020712634845e+00 8.248341465654190685e+00 -5.096929222252607472e-01 -3.337442322254898563e+00 -3.338637141148074194e-01 -1.271711669680350765e+00 -5.258007887511302325e-01 5.976261153139644122e+00 1.948636515974703665e+00 -6.371805890144127460e+00 1.031805616637973433e+00 1.786451407502058331e+00 -3.717098857342278073e+00 2.722389114929901321e+00 -6.501499962377356168e-01 -4.607503546527800808e-01 4.923467954182638273e+00 7.976213936970665941e+00 5.477174676919457363e-01 3.314036513780733273e+00 -3.711919663955590032e+00 -3.076277130991053266e+00 3.248746988863559504e-01 3.047960469686368246e+00 1.749094711581751893e+00 4.652967888239927241e+00 5.250248746478145101e+00 4.208963545436990472e+00 -1.185161897809641651e+01 -1.918433520824803296e+01 -4.386404412108722006e+00 1.019008644823996335e+01 2.364082547295684122e+00 -2.230060120807075830e+00 -3.599833101071284180e-01 -8.696850238971545188e-01 -1.164631519707880614e+01 -3.623960677248452278e+00 1.567235668742485988e+00 -1.656273751132118166e+00 1.020543626195966347e+01 -3.835730122052667390e+00 4.405089131737285890e-01 -2.473487239826459572e+00 2.576395073724538243e+00 2.912624057725352156e+00 2.819888584383640762e+00 -2.385862948045660570e+00 1.195792027720001194e+01 2.132649034502092977e+00 1.722489075799822134e+00 -1.959166133158255052e+00
-5.566896216792001084e+00 -2.971082641002753100e+00 1.793443353342581759e+00 -3.661966548265613408e+00 -4.430129827127658793e+00 -3.197432586133267307e+00 -9.306800415420747541e+00 3.427740076751090470e+01 5.458194655598420653e+00 1.149896619310132095e+00 -2.079748026934500782e+00 1.976475316552528838e+00 4.206119767077315608e+00 6.681937645316607721e+00 -5.998341147230460413e-01 -3.495184607404232313e+00 -3.526021889150233179e-01 -1.543916413262551579e+00 -7.892722397798068723e-01 6.247861159635186290e+00 9.456766621103100956e-01 -5.819098483212718165e+00 1.188129080163721651e+00 8.632546633147942794e-01 -3.568873257448743619e+00 2.484214522308486828e+00 -9.067161278498916954e-02 -2.048546262470856416e-01 3.628093069682842842e+00 7.643074339563067809e+00 1.196711534503349217e+00 2.065308866559791401e+00 -2.809076096502637121e+00 -2.248910215657994538e+00 -1.614330717989403696e-01 3.057124015114593529e+00 1.029877473200573323e+00 4.272014994246885244e+00 5.162525477427987397e+00 3.810700469390764678e+00 -1.091144688477876734e+01 -2.009657339065345383e+01 -4.130601534886957360e+00 1.238353861771583020e+01 2.598487207113008068e+00 -2.034263878542455384e+00 -1.330849385763205994e+00 -1.461556725166371029e+00 -9.633357118303674582e+00 -3.326220954064582180e+00 2.163686758392676879e+00 -2.513520143263801021e+00 9.457773712229185392e+00 -3.776080446095353427e+00 -6.641002851158044340e-01 -1.557384716933445823e+00 2.011946090293483369e+00 2.254359891096196833e+00 2.629485662871624108e+00 -1.945814524230223608e+00 8.236518441873430518e+00 1.541358625960584927e+00 1.118807146507224237e+00 -1.656539633877979423e+00
-5.135122201325177826e+00 -2.481933488590993164e+00 1.325427001928058957e+00 -1.916710379410518250e+00 -3.351975940199728221e+00 -2.981366890878986986e+00 -8.395369207964531455e+00 3.196808945846530037e+01 4.839340577370882635e+00 8.171258535204762863e-01 -1.574047462797052876e+00 1.751946844516322876e+00 4.346739186070160521e+00 5.401574831494596829e+00 -5.946411620622839012e-01 -3.036959359262914937e+00 -4.107210715297594517e-01 -1.554154885682547560e+00 -9.868080511043595404e-01 5.980329409089164550e+00 1.554056136632133045e+00 -5.574929258349313521e+00 9.884532547108733080e-01 5.958853282608511659e-01 -3.591651375406700986e+00 2.186522261911985066e+00 1.844203396600857248e-01 3.064934339574886257e-01 2.749781275075592113e+00 7.268344087991375879e+00 1.480427297594085978e+00 1.050915455649392927e+00 -2.105781011440654549e+00 -2.088323311293396323e+00 2.658801813465515029e-01 2.896724932067648250e+00 3.254725376724411645e-01 5.114018307490776571e+00 4.970033187009583742e+00 3.585262919234816881e+00 -8.466133171371783561e+00 -2.101974380859994795e+01 -3.904745903149002384e+00 1.383945982663353114e+01 1.838332983442864332e+00 -1.616318260842435794e+00 -2.082328510324873871e+00 -1.769327411367302760e+00 -7.739344225219865869e+00 -3.368673606199465098e+00 1.752345385181080406e+00 -3.126741471244015358e+00 8.992999768226955126e+00 -3.425709800174600694e+00 -7.577510198933755659e-01 -9.887697042359393507e-01 1.482448610088213048e+00 1.702048011049758891e+00 2.262936531946926344e+00 -2.265079402135114162e+00 5.339078208175702223e+00 1.013764063451092046e+00 6.542132147302351930e-01 -1.409756294374180374e+00
-4.495491468670466340e+00 -2.458756265194142365e+00 7.415058525094714303e-01 1.665211506168361166e-01 -3.896577476352545588e+00 -2.635137368653384993e+00 -6.850396595312549408e+00 2.763824656594495366e+01 3.907797509232855848e+00 6.998416652664245508e-01 -1.249143944253123140e+00 1.342585133301332778e+00 4.597055312081999467e+00 3.495689171503028714e+00 -5.864734981123793656e-01 -2.612341023613709901e+00 -3.846066467594962401e-01 -1.481540071432047911e+00 -9.156532434729016678e-01 6.465177216972602281e+00 1.200531632618885736e+00 -5.021216970492426768e+00 1.693745947642777194e+00 9.526839052886182380e-01 -3.299642983047980760e+00 1.911671396640070464e+00 5.017091652283055536e-01 7.422167744722207861e-01 2.497345981622272948e+00 6.699243402635514322e+00 1.655842018347134292e+00 -1.642040633340519917e-01 -1.245203988685606111e+00 -2.060641671746519688e+00 -1.202250940649009642e-01 2.924282991444460578e+00 -4.395390686846566419e-01 4.369778740420656504e+00 4.382908082605849742e+00 3.040860358423771004e+00 -3.085618851183509204e+00 -2.203481570614132323e+01 -3.551150097892632029e+00 1.438777152478913557e+01 2.096219063773371083e+00 -1.128321126656809170e+00 -2.634373187356839008e+00 -2.059452200531610266e+00 -4.809539634884605341e+00 -3.070059703724356215e+00 1.920878611964872640e+00 -3.696934879286615239e+00 7.986370307716764927e+00 -2.896680299168039152e+00 -1.304410109865972833e+00 -2.394729749105632410e-01 7.866898844430465498e-01 1.822511692968951103e+00 1.971154101180585316e+00 -2.461751866955961709e+00 2.415787261672513342e+00 4.696553000258884003e-01 2.466964328764965353e-01 -1.135935101826751170e+00
-3.897139393925784123e+00 -2.115977617730593341e+00 4.518455027310212535e-01 7.867450886653443165e-01 -3.034447753938132486e+00 -2.723768978124705864e+00 -5.819631194370072258e+00 2.369378951446142878e+01 3.733119770464079057e+00 6.723542623993341572e-01 -1.430950847605171106e+00 1.211954309798256357e+00 4.916278303321834464e+00 2.588277085426641033e+00 -5.482081386004838963e-01 -2.600545984627398166e+00 -6.336199375649876897e-01 -1.148003098974739400e+00 -1.389674164371095255e+00 5.798650265160419259e+00 1.083965174996383674e+00 -4.798881784429940289e+00 1.456146057713816555e+00 8.361447276859226285e-01 -3.144860400329406502e+00 1.794388345443785227e+00 7.773818375732579611e-01 1.257857385411521367e+00 2.532444314961078469e+00 6.212256589707680021e+00 1.307927710839705604e+00 -6.130546559129101958e-01 -9.750092083993343595e-01 -1.081783561561640905e+00 1.780410334164780894e-01 2.579094958320686359e+00 -3.294438986568398176e-01 4.053852853762323072e+00 3.490768091995192890e+00 2.656792831474707572e+00 9.925157578983414552e-01 -2.183476142796047625e+01 -3.202619405958341492e+00 1.344875487473067821e+01 2.047745450529584232e+00 -9.811576821110272739e-01 -2.367461779966565594e+00 -1.967357499857936176e+00 -2.948063226455925445e+00 -2.519085137028312271e+00 8.505877486607635873e-01 -3.746445609170110380e+00 7.435178879196786994e+00 -2.904479789739444318e+00 -3.525251455030885328e+00 3.185699945747133555e-01 2.896691837346380693e-01 1.202831162019792011e+00 1.943924799290506433e+00 -1.872688404059531742e+00 1.082002762899756165e+00 5.606509360587152990e-02 2.859432233343127683e-01 -1.102220529108765446e+00
-1.106212457614554978e+01 -4.707579786620674334e+00 3.344204014304444250e+00 -9.029163259749084958e+00 -3.566038152498352876e+00 -3.827090476167569033e+00 -1.315524680080352837e+01 4.617281122544854810e+01 9.986588721719124706e+00 5.665674400464957294e+00 -8.361212135544336732e+00 3.524486102050366387e+00 4.657427484832147080e+00 1.207670453753018691e+01 -6.296151573195669648e-01 -3.756627313822965331e+00 -2.029247625768872826e-02 -6.741644896421258304e-01 -7.428940212043697588e-01 5.560745383373421724e+00 2.615174428244769977e+00 -8.317182435719875144e+00 2.011271076923381862e-01 3.045848468304531487e+00 -4.668774511173007902e+00 3.370070991014357809e+00 -4.307577053803703038e+00 -1.398428737015516010e-01 9.439592826574321194e+00 8.174278250045114547e+00 -3.562216597454684663e+00 7.151214593442078993e+00 -7.346362381628859239e+00 -2.432334633734642093e+00 -7.405974895904415822e-01 4.281129620434120930e+00 3.169108717438274159e+00 4.221398824217165391e+00 2.118343596601006684e+00 4.948112044978564938e+00 -7.034534661284830293e+00 -1.521538803466592071e+01 -4.204372067026535653e+00 4.586238684088472795e+00 3.643174214600505501e+00 -5.119101965943573251e-01 3.135247183232523494e+00 -1.302917275947752251e-01 -1.639916781867125550e+01 -4.894359838812668784e+00 2.375817659026927320e+00 1.361971102198591410e-01 1.307793969214051266e+01 -4.606603695030854873e+00 3.422202653998044131e+00 -8.525987209311585602e+00 3.748969643945710750e+00 4.394020818123294703e+00 3.212561477757989614e+00 -1.276650692410511656e+00 1.032848996386187324e+01 3.564020335971511688e+00 4.285762616843030948e+00 -2.398476372171563398e+00
-8.407723734032703788e+00 -4.052980436140801501e+00 3.069332261047372779e+00 -8.855501823003949724e+00 -4.357085592874295976e+00 -4.248269293625425824e+00 -1.279236242673619373e+01 4.512012499436260526e+01 8.494691306795182584e+00 2.527276364293826738e+00 -7.048417179001336130e+00 3.312718792396939893e+00 4.783253383194272956e+00 1.126389530990482335e+01 -8.672010659756587136e-01 -3.837679748203921548e+00 9.613258504572871344e-01 -1.159214546488228414e+00 -6.089359746766792418e-03 5.770237905325735994e+00 2.449508924312016056e+00 -7.525580096439843381e+00 9.458307055213981407e-01 1.953237332090248080e+00 -4.507354728741056249e+00 3.205552684697169141e+00 -2.702704329950099016e+00 -8.827136341605446024e-02 8.530735673053996493e+00 7.930977181836467160e+00 -1.496079860669607076e+00 6.319765406184662204e+00 -6.049863724447976487e+00 -2.276704547529361466e+00 -2.538782363200941528e-01 5.555893135932159055e+00 2.683402618690806207e+00 4.918557517555904646e+00 2.653069093335242101e+00 4.444975696388384634e+00 -7.685485813964337609e+00 -1.707610408432468674e+01 -4.307742096475602800e+00 5.300048837421485359e+00 3.134801516238310715e+00 -1.413470210351685408e+00 1.952378401859549140e+00 -3.549318926095720861e-01 -1.594702479662531758e+01 -4.473097641790729995e+00 2.304765381458622198e+00 -1.794111830619558312e-01 1.251410919481375217e+01 -4.259184635177952316e+00 2.796465668773023161e+00 -7.387186387063711557e+00 3.580853183766302905e+00 3.847136008235556570e+00 2.678381945551794541e+00 -1.528445814051566432e+00 1.031975179602974713e+01 3.270948026898246486e+00 3.304992996587915233e+00 -2.034792201309598703e+00
